0.01 0.0895546 -0.0991894 -10.0268 0.0346263 0.0304677 -0.00114092
0.02 0.0914725 -0.101291 -10.0302 0.0344136 0.0302901 -0.00117365
0.03 0.0947291 -0.104854 -10.0359 0.0340292 0.0299656 -0.00122844
0.04 0.0994167 -0.109973 -10.0438 0.0334266 0.0294501 -0.00130562
0.05 0.105669 -0.116784 -10.0542 0.0325372 0.0286779 -0.00140557
0.06 0.113665 -0.125467 -10.0671 0.0312662 0.0275583 -0.00152859
0.07 0.123636 -0.136253 -10.0826 0.0294876 0.0259704 -0.0016748
0.08 0.135872 -0.149433 -10.1008 0.0270374 0.0237557 -0.00184391
0.09 0.150731 -0.165361 -10.1219 0.0237037 0.0207092 -0.00203489
0.1 0.168652 -0.184466 -10.1461 0.0192153 0.0165668 -0.0022456
0.11 0.190165 -0.207262 -10.1735 0.013226 0.0109902 -0.00247215
0.12 0.215908 -0.234363 -10.2043 0.00529525 0.00354639 -0.00270815
0.13 0.246642 -0.26649 -10.2387 -0.00513748 -0.00631783 -0.0029436
0.14 0.283268 -0.304485 -10.2768 -0.0187843 -0.0193088 -0.00316344
0.15 0.326844 -0.349325 -10.3188 -0.0365499 -0.0363278 -0.00334565
0.16 0.378596 -0.402122 -10.3646 -0.0595826 -0.0585235 -0.00345872
0.17 0.439927 -0.464128 -10.4143 -0.0893399 -0.0873587 -0.0034585
0.18 0.512408 -0.536721 -10.4676 -0.12767 -0.124692 -0.00328424
0.19 0.597755 -0.621375 -10.5239 -0.176912 -0.172881 -0.00285377
0.2 0.697763 -0.719598 -10.5824 -0.240024 -0.234904 -0.00205798
0.21 0.814198 -0.832842 -10.6416 -0.320739 -0.314506 -0.000754862
0.22 0.948613 -0.962345 -10.6994 -0.423747 -0.416364 0.00123618
0.23 1.10206 -1.10891 -10.7523 -0.554917 -0.546274 0.00413845
0.24 1.27467 -1.27259 -10.7957 -0.721544 -0.711326 0.00821792
0.25 1.46506 -1.45226 -10.8226 -0.932611 -0.920055 0.0137751
0.26 1.66959 -1.64499 -10.8234 -1.19902 -1.1825 0.0211219
0.27 1.88133 -1.8454 -10.7848 -1.53373 -1.51005 0.0305332
0.28 2.08901 -2.04464 -10.6891 -1.95161 -1.915 0.0421576
0.29 2.27586 -2.22939 -10.5131 -2.46882 -2.40937 0.0558706
0.3 2.41879 -2.38065 -10.2273 -3.10117 -3.00293 0.071051
0.31 2.48825 -2.47263 -9.79696 -3.86103 -3.69972 0.0862868
0.32 2.44949 -2.4721 -9.18311 -4.75189 -4.49296 0.0990637
0.33 2.2659 -2.33879 -8.34707 -5.76028 -5.3584 0.105595
0.34 1.90485 -2.02766 -7.25631 -6.84503 -6.24706 0.101084
0.35 1.34556 -1.49432 -5.89108 -7.92569 -7.07975 0.0807899
0.36 0.587384 -0.704042 -4.24859 -8.8739 -7.74679 0.042105
0.37 -0.344181 0.355083 -2.34212 -9.51391 -8.11667 -0.0127489
0.38 -1.39545 1.65589 -0.197967 -9.64097 -8.05613 -0.0747243
0.39 -2.48616 3.11582 2.13801 -9.06735 -7.46359 -0.128664
0.4 -3.51423 4.5892 4.57009 -7.70132 -6.31557 -0.158192
0.41 -4.36801 5.88485 6.90757 -5.63801 -4.71443 -0.153726
