0.01 -0.175597 -0.26601 0.424778 0.424163 -0.266878 -0.175957 0.391887 0.338092 -0.0495773 0.0505838 -0.336364 -0.389379 1.20887 1.20787 1.20787 1.20787 1.20787 1.20787 
0.02 -0.175171 -0.265524 0.425999 0.424767 -0.267265 -0.175892 0.393439 0.339357 -0.049129 0.051145 -0.335897 -0.388419 1.2085 1.2065 1.2065 1.2065 1.2065 1.2065 
0.03 -0.1749 -0.265269 0.427571 0.425719 -0.267885 -0.175984 0.395309 0.340897 -0.0487153 0.0517471 -0.335693 -0.387766 1.20723 1.20422 1.20422 1.20422 1.20422 1.20422 
0.04 -0.174786 -0.265243 0.429499 0.427021 -0.268743 -0.176235 0.397502 0.342715 -0.0483353 0.0523921 -0.335753 -0.38742 1.20504 1.20103 1.20103 1.20103 1.20102 1.20102 
0.05 -0.174828 -0.26545 0.431793 0.428681 -0.269842 -0.176647 0.400027 0.344821 -0.047988 0.053082 -0.336077 -0.387381 1.20195 1.19692 1.19693 1.19692 1.19691 1.1969 
0.06 -0.175029 -0.265893 0.434461 0.430706 -0.271187 -0.177223 0.402893 0.347222 -0.0476724 0.0538192 -0.33667 -0.387652 1.19796 1.19191 1.19193 1.19191 1.19189 1.19187 
0.07 -0.175391 -0.266576 0.437516 0.433106 -0.272787 -0.177965 0.406111 0.349929 -0.0473879 0.0546063 -0.337535 -0.388237 1.19307 1.18598 1.18601 1.18599 1.18595 1.18592 
0.08 -0.175917 -0.267506 0.440972 0.435893 -0.274648 -0.178879 0.409693 0.352954 -0.0471339 0.0554458 -0.338678 -0.389142 1.18727 1.17915 1.1792 1.17917 1.1791 1.17905 
0.09 -0.176613 -0.268691 0.444845 0.439081 -0.276783 -0.179971 0.413654 0.35631 -0.0469099 0.056341 -0.340106 -0.390375 1.18059 1.1714 1.17148 1.17144 1.17135 1.17126 
0.1 -0.177484 -0.270141 0.449153 0.442685 -0.279201 -0.181248 0.418011 0.360013 -0.0467156 0.0572952 -0.341828 -0.391944 1.17301 1.16276 1.16286 1.16281 1.16268 1.16256 
0.11 -0.178537 -0.271866 0.453919 0.446726 -0.281918 -0.182717 0.422783 0.36408 -0.0465508 0.058312 -0.343853 -0.393861 1.16455 1.15321 1.15335 1.15329 1.15311 1.15294 
0.12 -0.179781 -0.273882 0.459166 0.451225 -0.28495 -0.18439 0.42799 0.368531 -0.0464155 0.0593954 -0.346194 -0.396139 1.15521 1.14276 1.14295 1.14287 1.14264 1.14241 
0.13 -0.181227 -0.276204 0.464922 0.456206 -0.288315 -0.186278 0.433658 0.373389 -0.0463099 0.0605496 -0.348865 -0.398795 1.14499 1.13142 1.13166 1.13157 1.13127 1.13096 
0.14 -0.182886 -0.278851 0.471217 0.461697 -0.292034 -0.188394 0.439813 0.378678 -0.0462344 0.0617795 -0.351882 -0.401846 1.1339 1.11918 1.11949 1.11937 1.119 1.11859 
0.15 -0.184772 -0.281845 0.478087 0.46773 -0.296133 -0.190753 0.446484 0.384426 -0.0461894 0.0630902 -0.355265 -0.405315 1.12195 1.10606 1.10644 1.1063 1.10583 1.10532 
0.16 -0.186903 -0.285214 0.485572 0.474341 -0.300639 -0.193376 0.453705 0.390665 -0.046176 0.0644872 -0.359033 -0.409227 1.10914 1.09205 1.09253 1.09235 1.09178 1.09114 
0.17 -0.189298 -0.288986 0.493715 0.481572 -0.305585 -0.196281 0.461514 0.397429 -0.0461952 0.0659765 -0.363213 -0.41361 1.09549 1.07717 1.07775 1.07754 1.07684 1.07605 
0.18 -0.19198 -0.293198 0.502567 0.489466 -0.311008 -0.199495 0.469953 0.404759 -0.0462486 0.0675647 -0.367832 -0.418499 1.08099 1.06142 1.06211 1.06187 1.06103 1.06006 
0.19 -0.194975 -0.297892 0.512185 0.498078 -0.316951 -0.203046 0.479066 0.412698 -0.0463381 0.0692588 -0.372923 -0.423931 1.06567 1.04481 1.04563 1.04535 1.04435 1.04318 
0.2 -0.198317 -0.303115 0.52263 0.507467 -0.323463 -0.206967 0.488907 0.421294 -0.0464663 0.0710662 -0.378521 -0.429952 1.04953 1.02735 1.02832 1.02798 1.02681 1.02541 
0.21 -0.202042 -0.308925 0.533976 0.517698 -0.330602 -0.211299 0.499532 0.430604 -0.0466363 0.0729951 -0.384669 -0.436613 1.03258 1.00906 1.01019 1.00979 1.00842 1.00676 
0.22 -0.206196 -0.31539 0.546302 0.528848 -0.338434 -0.216086 0.511005 0.440688 -0.046852 0.075054 -0.391416 -0.443973 1.01485 0.989943 0.991254 0.990788 0.989198 0.987239 
0.23 -0.210831 -0.322591 0.5597 0.541003 -0.347035 -0.221384 0.523398 0.451614 -0.0471182 0.0772518 -0.398814 -0.452103 0.996346 0.970024 0.971536 0.970987 0.969155 0.96686 
0.24 -0.216011 -0.330621 0.574272 0.554262 -0.356498 -0.227257 0.53679 0.463457 -0.0474406 0.0795979 -0.406928 -0.461081 0.977091 0.949325 0.951056 0.950412 0.948313 0.945638 
0.25 -0.221813 -0.339595 0.590133 0.568734 -0.366926 -0.233783 0.551269 0.476303 -0.0478263 0.0821022 -0.415826 -0.471 0.95711 0.927873 0.929842 0.929085 0.926696 0.923593 
0.26 -0.228329 -0.349648 0.607413 0.584547 -0.378445 -0.241054 0.566933 0.490244 -0.0482836 0.0847745 -0.425591 -0.481968 0.93643 0.905702 0.907928 0.907037 0.904333 0.90075 
0.27 -0.23567 -0.360942 0.62626 0.601844 -0.391201 -0.249182 0.58389 0.505382 -0.0488222 0.087625 -0.436311 -0.494108 0.915086 0.882854 0.885356 0.884305 0.881261 0.877139 
0.28 -0.243973 -0.373673 0.646837 0.620788 -0.405366 -0.258299 0.60226 0.521827 -0.0494532 0.0906635 -0.448089 -0.507563 0.893118 0.859383 0.862175 0.860936 0.857527 0.852801 
0.29 -0.253403 -0.388075 0.669325 0.64156 -0.421146 -0.268569 0.622175 0.539699 -0.0501887 0.0938996 -0.461037 -0.522496 0.870577 0.835355 0.838451 0.836985 0.833187 0.827785 
0.3 -0.264164 -0.40443 0.693926 0.664366 -0.438781 -0.28019 0.643777 0.559122 -0.0510419 0.0973422 -0.475276 -0.539091 0.847527 0.810854 0.814263 0.812528 0.808315 0.802155 
0.31 -0.276502 -0.423077 0.720857 0.689431 -0.458555 -0.2934 0.667219 0.580222 -0.0520253 0.100999 -0.490932 -0.557555 0.824048 0.785985 0.789712 0.787656 0.783002 0.775994 
0.32 -0.290724 -0.444419 0.750349 0.716997 -0.480798 -0.308493 0.692659 0.603117 -0.0531501 0.104874 -0.508134 -0.578111 0.800242 0.760881 0.764925 0.762488 0.757363 0.749405 
0.33 -0.307201 -0.46893 0.782635 0.747319 -0.505893 -0.325824 0.720253 0.62791 -0.0544232 0.108971 -0.526997 -0.600996 0.776236 0.735708 0.74006 0.737175 0.731544 0.722523 
0.34 -0.326388 -0.497163 0.817937 0.780647 -0.534269 -0.34582 0.750142 0.654664 -0.0558446 0.113287 -0.547614 -0.626442 0.752196 0.710672 0.715316 0.711906 0.705725 0.695517 
0.35 -0.348833 -0.529743 0.856444 0.817208 -0.566398 -0.368995 0.782433 0.683381 -0.0574032 0.117811 -0.570025 -0.654658 0.728327 0.68602 0.690932 0.686917 0.680126 0.668598 
0.36 -0.375194 -0.567359 0.898281 0.85717 -0.602773 -0.395954 0.817165 0.713968 -0.0590722 0.122525 -0.594191 -0.685792 0.704881 0.662044 0.667192 0.66249 0.655011 0.642024 
0.37 -0.406247 -0.610733 0.943471 0.900609 -0.643873 -0.427396 0.854275 0.7462 -0.0608055 0.127397 -0.619964 -0.719887 0.682153 0.639069 0.644415 0.638949 0.630677 0.616098 
0.38 -0.442898 -0.660577 0.991907 0.947464 -0.69012 -0.464117 0.89355 0.779691 -0.0625363 0.132381 -0.647049 -0.756828 0.660474 0.617439 0.62294 0.616643 0.607447 0.591163 
0.39 -0.486195 -0.717545 1.04333 0.997517 -0.741824 -0.507002 0.934596 0.813876 -0.0641803 0.137416 -0.675 -0.796292 0.640183 0.597484 0.603093 0.595919 0.585639 0.567572 
0.4 -0.537341 -0.782172 1.09735 1.05038 -0.799137 -0.557018 0.976812 0.848026 -0.0656433 0.142428 -0.703225 -0.837721 0.6216 0.579492 0.58516 0.577084 0.565537 0.545666 
0.41 -0.597722 -0.854826 1.15346 1.10556 -0.862031 -0.615219 1.0194 0.88128 -0.0668333 0.147336 -0.731031 -0.880323 0.604985 0.563675 0.569351 0.560374 0.547363 0.525732 
0.42 -0.668927 -0.935657 1.21112 1.16246 -0.930295 -0.682733 1.06141 0.91271 -0.0676718 0.152057 -0.757689 -0.923104 0.590513 0.550159 0.55579 0.545928 0.531252 0.507976 
0.43 -0.752729 -1.02454 1.26981 1.2205 -1.00355 -0.760744 1.10173 0.941384 -0.0681024 0.156515 -0.782494 -0.964916 0.578265 0.538983 0.544517 0.533793 0.517257 0.492511 
0.44 -0.850975 -1.12099 1.32903 1.27913 -1.08128 -0.850405 1.13919 0.966427 -0.0680929 0.160643 -0.804819 -1.00451 0.568238 0.530116 0.5355 0.523935 0.505354 0.479364 
0.45 -0.965274 -1.2241 1.3884 1.3379 -1.16283 -0.952654 1.17254 0.987076 -0.0676336 0.164391 -0.824144 -1.04059 0.560367 0.523484 0.528665 0.516265 0.49547 0.46849 
0.46 -1.09639 -1.3325 1.44758 1.39643 -1.24745 -1.06789 1.20049 1.00273 -0.0667327 0.167721 -0.840072 -1.07182 0.554546 0.518986 0.523913 0.510666 0.487502 0.459803 
0.47 -1.24339 -1.44435 1.50632 1.45443 -1.33431 -1.19551 1.22181 1.01298 -0.0654111 0.170608 -0.852328 -1.09696 0.550656 0.516519 0.521143 0.50701 0.481335 0.45319 
0.48 -1.40276 -1.55748 1.56443 1.51169 -1.4225 -1.33349 1.23547 1.01766 -0.0636982 0.17304 -0.86075 -1.11492 0.548577 0.515983 0.520256 0.505173 0.476859 0.448536 
0.49 -1.5683 -1.66962 1.62176 1.56806 -1.51109 -1.4782 1.24088 1.01682 -0.0616281 0.175013 -0.865287 -1.12492 0.548204 0.517294 0.521171 0.505042 0.473973 0.445729 
0.5 -1.73223 -1.77865 1.67819 1.62343 -1.59919 -1.62474 1.23802 1.01073 -0.0592375 0.176531 -0.865983 -1.12665 0.549448 0.520382 0.523821 0.506525 0.472594 0.444674 
0.51 -1.88724 -1.88281 1.7336 1.67772 -1.68593 -1.76789 1.22752 0.99986 -0.0565634 0.177602 -0.862965 -1.12031 0.552242 0.525197 0.528157 0.509545 0.472654 0.44529 
0.52 -2.0283 -1.98082 1.78792 1.73088 -1.77059 -1.90316 1.21042 0.984772 -0.0536422 0.178242 -0.856426 -1.10659 0.556541 0.531699 0.534146 0.514048 0.474104 0.447517 
0.53 -2.15314 -2.07193 1.84105 1.78287 -1.85256 -2.02751 1.18796 0.966109 -0.0505078 0.178468 -0.846606 -1.08647 0.56232 0.539866 0.541767 0.519997 0.47691 0.451315 
0.54 -2.26176 -2.15583 1.89289 1.83367 -1.93139 -2.13956 1.16138 0.944531 -0.047191 0.178307 -0.833782 -1.0611 0.569568 0.549682 0.551008 0.527372 0.481057 0.456655 
0.55 -2.3555 -2.23256 1.94333 1.88324 -2.00674 -2.23923 1.13175 0.920684 -0.0437176 0.17779 -0.818244 -1.03157 0.578291 0.561134 0.561861 0.536169 0.48654 0.463526 
0.56 -2.43623 -2.30241 1.99226 1.93153 -2.07844 -2.32726 1.09998 0.89518 -0.0401078 0.176958 -0.800293 -0.998899 0.588503 0.574213 0.574319 0.546393 0.493364 0.471925 
0.57 -2.5059 -2.3658 2.03956 1.9785 -2.14638 -2.40483 1.0668 0.868583 -0.0363741 0.175862 -0.780227 -0.963959 0.600225 0.588902 0.588369 0.558062 0.501542 0.481852 
0.58 -2.56631 -2.42324 2.0851 2.02408 -2.21057 -2.47322 1.03284 0.841408 -0.0325208 0.174563 -0.758337 -0.927476 0.613479 0.605175 0.603991 0.571196 0.511088 0.49331 
0.59 -2.61897 -2.47526 2.12877 2.06819 -2.27106 -2.53368 0.998611 0.814112 -0.0285432 0.173133 -0.734908 -0.890053 0.628285 0.622996 0.621154 0.585818 0.522012 0.506294 
0.6 -2.66519 -2.5224 2.17047 2.11073 -2.32793 -2.58733 0.964541 0.787095 -0.0244285 0.171652 -0.710212 -0.852186 0.644653 0.642319 0.639816 0.601948 0.534321 0.520792 
