0.001175 0.0895787 -0.0108931 -0.0108241 -0.0107125 -0.0106104 -0.0108793
0.00235 0.0789335 -0.0216695 -0.021564 -0.0214318 -0.0213232 -0.0216379
0.003525 0.0682911 -0.0325036 -0.0322213 -0.0320753 -0.0320688 -0.0323948
0.0047 0.0577251 -0.0433553 -0.0429555 -0.0427136 -0.0428714 -0.0431648
0.005875 0.047479 -0.0543271 -0.0538615 -0.0534263 -0.0533967 -0.0541103
0.00705 0.0368436 -0.0651486 -0.064572 -0.0641218 -0.0641697 -0.0648756
0.008225 0.0261303 -0.0758758 -0.0752853 -0.0748515 -0.0749055 -0.0756006
0.0094 0.0154808 -0.086647 -0.0860125 -0.0855628 -0.0856357 -0.0863614
0.010575 0.00523445 -0.0976184 -0.0969169 -0.0962521 -0.0961903 -0.0972867
0.01175 -0.00538867 -0.108447 -0.107628 -0.106946 -0.106962 -0.108066
0.012925 -0.0160923 -0.119173 -0.118337 -0.117672 -0.117699 -0.118799
0.0141 -0.0267326 -0.129946 -0.129062 -0.128381 -0.128432 -0.129568
0.015275 -0.0369814 -0.140913 -0.139965 -0.139049 -0.139014 -0.140472
0.01645 -0.0475927 -0.151748 -0.150676 -0.149743 -0.149784 -0.151264
0.017625 -0.0578036 -0.16267 -0.161724 -0.160336 -0.160355 -0.16202
0.0188 -0.0680642 -0.173628 -0.172619 -0.17099 -0.17096 -0.172908
0.019975 -0.0786654 -0.184468 -0.18333 -0.181684 -0.18173 -0.18371
0.02115 -0.0889075 -0.195453 -0.19416 -0.192387 -0.192313 -0.194665
0.022325 -0.0995358 -0.206223 -0.20488 -0.203091 -0.20305 -0.205445
0.0235 -0.109815 -0.217167 -0.215763 -0.213731 -0.213684 -0.216313
0.024675 -0.120464 -0.227918 -0.226477 -0.224442 -0.224425 -0.227084
0.02585 -0.131119 -0.238657 -0.237183 -0.235152 -0.235163 -0.237849
0.027025 -0.141686 -0.249468 -0.247907 -0.245836 -0.245897 -0.248658
0.0282 -0.152358 -0.260188 -0.258601 -0.25655 -0.256637 -0.259415
0.029375 -0.162915 -0.270996 -0.269335 -0.267217 -0.267378 -0.27022
0.03055 -0.173613 -0.283923 -0.279007 -0.277933 -0.278554 -0.280374
0.031725 -0.184579 -0.294053 -0.290084 -0.288699 -0.289111 -0.29103
0.0329 -0.194999 -0.30493 -0.300663 -0.299215 -0.299887 -0.301874
0.034075 -0.205268 -0.315868 -0.311565 -0.309801 -0.310575 -0.312686
0.03525 -0.215811 -0.326672 -0.322045 -0.320472 -0.321281 -0.323537
0.036425 -0.226479 -0.337338 -0.332871 -0.331162 -0.332028 -0.334333
0.0376 -0.236753 -0.348272 -0.343738 -0.341762 -0.342715 -0.345168
0.038775 -0.247365 -0.359032 -0.35444 -0.352459 -0.353463 -0.355966
0.03995 -0.257985 -0.369766 -0.36513 -0.363152 -0.364202 -0.36675
0.041125 -0.268521 -0.380582 -0.375841 -0.373823 -0.374945 -0.377581
0.0423 -0.279155 -0.391293 -0.386515 -0.384516 -0.385681 -0.388355
0.043475 -0.2898 -0.401967 -0.397217 -0.395196 -0.396409 -0.399122
0.04465 -0.300642 -0.415333 -0.406598 -0.406171 -0.407201 -0.409123
0.045825 -0.311217 -0.426112 -0.417296 -0.416855 -0.417951 -0.419942
0.047 -0.321477 -0.437042 -0.42819 -0.427393 -0.428693 -0.430711
0.048175 -0.331956 -0.447833 -0.438659 -0.438165 -0.439382 -0.441584
0.04935 -0.342547 -0.458567 -0.449291 -0.44885 -0.45011 -0.452371
0.050525 -0.353156 -0.469275 -0.459985 -0.459542 -0.460845 -0.463176
0.0517 -0.363721 -0.48005 -0.470675 -0.470224 -0.471595 -0.474006
0.052875 -0.374297 -0.490825 -0.481359 -0.480908 -0.482352 -0.48483
0.05405 -0.384777 -0.50188 -0.491682 -0.491693 -0.493181 -0.495783
0.055225 -0.39533 -0.512578 -0.502536 -0.501597 -0.503793 -0.506528
0.0564 -0.406303 -0.526294 -0.511695 -0.512824 -0.514233 -0.51641
0.057575 -0.416851 -0.537077 -0.522375 -0.523499 -0.524988 -0.527248
0.05875 -0.427455 -0.547813 -0.533048 -0.534191 -0.535748 -0.538061
0.059925 -0.437937 -0.558646 -0.543731 -0.544842 -0.546498 -0.548923
0.0611 -0.448323 -0.56956 -0.554422 -0.555457 -0.557245 -0.559823
0.062275 -0.458859 -0.580344 -0.565096 -0.566123 -0.568002 -0.570665
0.06345 -0.469451 -0.591078 -0.575759 -0.576814 -0.57876 -0.581484
0.064625 -0.480035 -0.60182 -0.586424 -0.587493 -0.589526 -0.592315
0.0658 -0.490602 -0.612548 -0.597077 -0.598168 -0.600272 -0.603138
0.066975 -0.500777 -0.623502 -0.607873 -0.608738 -0.610991 -0.613993
0.06815 -0.51129 -0.634292 -0.618542 -0.619398 -0.621748 -0.62485
0.069325 -0.521435 -0.645258 -0.629317 -0.62999 -0.632445 -0.635741
0.0705 -0.53196 -0.656034 -0.639978 -0.640654 -0.643203 -0.646594
0.071675 -0.54231 -0.666954 -0.650658 -0.651251 -0.653953 -0.657511
0.07285 -0.55292 -0.67768 -0.662002 -0.661035 -0.665409 -0.667343
0.074025 -0.563076 -0.688631 -0.672792 -0.671586 -0.676144 -0.678191
0.0752 -0.573567 -0.699423 -0.683453 -0.682233 -0.686905 -0.689061
0.076375 -0.583709 -0.710378 -0.694236 -0.692784 -0.697637 -0.699917
0.07755 -0.594193 -0.721169 -0.704893 -0.703429 -0.708398 -0.710791
0.078725 -0.604208 -0.732187 -0.715582 -0.714111 -0.718995 -0.721836
0.0799 -0.614707 -0.742961 -0.726229 -0.724762 -0.729757 -0.732705
0.081075 -0.625023 -0.753886 -0.7369 -0.735335 -0.740514 -0.743637
0.08225 -0.635341 -0.764785 -0.747325 -0.746256 -0.751003 -0.754932
0.083425 -0.645865 -0.775524 -0.757965 -0.75692 -0.761764 -0.765801
0.0846 -0.655938 -0.786489 -0.768635 -0.767595 -0.772376 -0.776834
0.085775 -0.666411 -0.797269 -0.779273 -0.778236 -0.783138 -0.787716
0.08695 -0.676702 -0.808197 -0.789937 -0.788801 -0.793892 -0.798659
0.088125 -0.687414 -0.818858 -0.801341 -0.798357 -0.805582 -0.808256
0.0893 -0.697398 -0.829865 -0.811992 -0.80905 -0.816162 -0.819337
0.090475 -0.70774 -0.840826 -0.822684 -0.81971 -0.826881 -0.830381
0.09165 -0.717414 -0.852031 -0.833182 -0.830656 -0.83722 -0.841808
0.092825 -0.727813 -0.862855 -0.843819 -0.841257 -0.847987 -0.852718
0.094 -0.73828 -0.873538 -0.854428 -0.851873 -0.858713 -0.86357
0.095175 -0.748694 -0.884316 -0.865093 -0.862444 -0.869483 -0.874469
0.09635 -0.759131 -0.895083 -0.87573 -0.873055 -0.880248 -0.885368
0.097525 -0.769266 -0.905975 -0.886402 -0.883655 -0.890924 -0.896332
0.0987 -0.779695 -0.916751 -0.897018 -0.894276 -0.901688 -0.907237
0.099875 -0.789931 -0.927685 -0.907666 -0.90481 -0.912445 -0.918204
0.10105 -0.80011 -0.938617 -0.918033 -0.915774 -0.922843 -0.929639
0.102225 -0.810564 -0.949354 -0.928641 -0.92641 -0.933603 -0.940546
0.1034 -0.820655 -0.960249 -0.93928 -0.937037 -0.944243 -0.951562
0.104575 -0.831058 -0.971027 -0.949885 -0.947649 -0.955004 -0.96248
0.10575 -0.84143 -0.981659 -0.960403 -0.958173 -0.965678 -0.973291
0.106925 -0.851749 -0.992496 -0.971017 -0.968744 -0.976435 -0.984229
0.1081 -0.862107 -1.00308 -0.981502 -0.97924 -0.987087 -0.995013
0.109275 -0.872441 -1.01389 -0.992105 -0.989815 -0.997842 -1.00595
0.11045 -0.88278 -1.02446 -1.00257 -1.00029 -1.00848 -1.01672
0.111625 -0.88627 -1.03237 -1.01717 -1.00765 -1.01716 -1.03209
0.1128 -0.896639 -1.04307 -1.02775 -1.01823 -1.02788 -1.04301
0.113975 -0.906243 -1.05547 -1.03505 -1.02924 -1.03898 -1.05519
0.11515 -0.916377 -1.06628 -1.04574 -1.03973 -1.04973 -1.06609
0.116325 -0.926686 -1.07707 -1.05634 -1.05031 -1.06048 -1.07706
0.1175 -0.936795 -1.08788 -1.06702 -1.06079 -1.07123 -1.08796
