0.007 4.1605e-06 -2.04876e-05 -0.0686575 0.000948319 9.06946e-05 1.00364e-07
0.014 8.30871e-06 -4.10732e-05 -0.137316 0.00189323 0.000180936 1.94349e-07
0.021 1.24322e-05 -6.18538e-05 -0.205977 0.00283135 0.000270272 2.7564e-07
0.028 1.65182e-05 -8.29255e-05 -0.27464 0.00375932 0.000358254 3.38048e-07
0.035 2.05535e-05 -0.000104382 -0.343308 0.00467386 0.000444442 3.7557e-07
0.042 2.45244e-05 -0.000126315 -0.41198 0.00557176 0.000528399 3.82448e-07
0.049 2.84163e-05 -0.000148812 -0.480659 0.00644987 0.000609701 3.53216e-07
0.056 3.22139e-05 -0.00017196 -0.549343 0.00730518 0.000687934 2.82752e-07
0.063 3.59008e-05 -0.000195838 -0.618035 0.00813475 0.0007627 1.66312e-07
0.07 3.94596e-05 -0.000220524 -0.686734 0.00893579 0.000833615 -4.35118e-10
0.077 4.28715e-05 -0.000246092 -0.755442 0.00970558 0.000900317 -2.21388e-07
0.084 4.61166e-05 -0.000272609 -0.824158 0.0104415 0.000962464 -4.99997e-07
0.091 4.91734e-05 -0.000300143 -0.892883 0.0111412 0.00101974 -8.39265e-07
0.098 5.20189e-05 -0.000328752 -0.961617 0.011802 0.00107185 -1.24175e-06
0.105 5.46283e-05 -0.000358494 -1.03036 0.0124218 0.00111855 -1.70957e-06
0.112 5.69751e-05 -0.000389422 -1.09911 0.0129982 0.0011596 -2.24445e-06
0.119 5.90308e-05 -0.000421586 -1.16788 0.0135288 0.00119482 -2.84773e-06
0.126 6.0765e-05 -0.000455032 -1.23665 0.0140115 0.00122407 -3.5204e-06
0.133 6.21447e-05 -0.000489801 -1.30543 0.0144437 0.00124725 -4.26315e-06
0.14 6.31347e-05 -0.000525935 -1.37421 0.0148231 0.00126432 -5.07639e-06
0.147 6.36972e-05 -0.000563468 -1.44301 0.015147 0.00127529 -5.96029e-06
0.154 6.37915e-05 -0.000602434 -1.51182 0.0154125 0.00128024 -6.9148e-06
0.161 6.33742e-05 -0.000642861 -1.58063 0.0156167 0.00127933 -7.93966e-06
